order_id,order_date,week_start,year,month,week_number,quarter,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,discount,revenue,margin,city,sales_channel,campaign_name,visits,cart_additions,completed_orders,payment_method,order_status,is_completed,conversion_rate,cart_abandonment_rate
ORD001739,2025-05-14,2025-05-12,2025,5,20,2,C0465,Startup,P044,Software,Analytics Tool Pro,10,1804.94,0.15,15341.99,4679.31,Cardiff,Direct,Summer Sale,21,8,0,PayPal,Completed,True,0.0,1.0
ORD001740,2025-05-14,2025-05-12,2025,5,20,2,C0250,SMB,P015,Software,Security Suite,4,1204.66,0.2,3854.91,1222.01,Edinburgh,Marketplace,Loyalty Drive,43,13,1,PayPal,Completed,True,0.023255813953488372,0.9230769230769231
ORD001741,2025-05-14,2025-05-12,2025,5,20,2,C0386,Enterprise,P002,Electronics,Monitor,5,291.61,0.05,1385.15,321.35,Manchester,Partner,Q4 Push,17,3,0,Credit Card,Completed,True,0.0,1.0
ORD001742,2025-05-14,2025-05-12,2025,5,20,2,C0246,SMB,P031,Cloud Services,CDN Package Pro,1,489.68,0.05,465.2,135.37,Dublin,Online Store,Partner Week,76,33,0,Credit Card,Completed,True,0.0,1.0
ORD001743,2025-05-14,2025-05-12,2025,5,20,2,C0454,Startup,P080,Electronics,Laptop Pro Pro,3,518.95,0.15,1323.32,444.64,Glasgow,Direct,Flash Sale,8,3,0,Bank Transfer,Completed,True,0.0,1.0
ORD001744,2025-05-14,2025-05-12,2025,5,20,2,C0127,Government,P005,Electronics,Webcam,2,530.47,0.0,1060.94,357.54,Liverpool,Marketplace,New Year Deal,79,23,0,Bank Transfer,Completed,True,0.0,1.0
ORD001745,2025-05-14,2025-05-12,2025,5,20,2,C0418,Government,P003,Electronics,Keyboard,1,492.91,0.0,492.91,154.77,Glasgow,Marketplace,Spring Promo,56,24,0,Credit Card,Completed,True,0.0,1.0
ORD001746,2025-05-14,2025-05-12,2025,5,20,2,C0385,Enterprise,P048,Software,Analytics Tool Pro Pro,1,2638.12,0.2,2110.5,643.7,Bristol,Partner,New Year Deal,65,10,0,Credit Card,Completed,True,0.0,1.0
ORD001747,2025-05-14,2025-05-12,2025,5,20,2,C0439,Startup,P026,Cloud Services,Compute Credits Pro,1,1029.88,0.2,823.9,333.68,Dublin,Partner,Organic / None,9,2,0,Bank Transfer,Completed,True,0.0,1.0
ORD001748,2025-05-14,2025-05-12,2025,5,20,2,C0083,Startup,P039,Cloud Services,Storage Plan Pro,2,601.81,0.05,1143.44,465.38,Liverpool,Direct,Spring Promo,60,6,0,Invoice,Completed,True,0.0,1.0
ORD001749,2025-05-14,2025-05-12,2025,5,20,2,C0443,SMB,P003,Electronics,Keyboard,2,492.91,0.1,887.24,278.59,Cardiff,Marketplace,Q4 Push,24,8,1,PayPal,Completed,True,0.041666666666666664,0.875
ORD001750,2025-05-14,2025-05-12,2025,5,20,2,C0454,Startup,P029,Office Supply,Standing Desk Pro,10,154.98,0.0,1549.8,371.95,Glasgow,Direct,Summer Sale,55,19,1,Credit Card,Completed,True,0.01818181818181818,0.9473684210526316
ORD001751,2025-05-15,2025-05-12,2025,5,20,2,C0036,SMB,P006,Electronics,Headset,2,503.98,0.15,856.77,329.0,London,Direct,Q4 Push,65,13,1,Invoice,Completed,True,0.015384615384615385,0.9230769230769231
ORD001752,2025-05-15,2025-05-12,2025,5,20,2,C0273,Enterprise,P014,Software,Analytics Tool,1,1392.78,0.0,1392.78,424.8,Leeds,Partner,Back-to-Business,35,8,1,PayPal,Completed,True,0.02857142857142857,0.875
ORD001753,2025-05-15,2025-05-12,2025,5,20,2,C0465,Startup,P005,Electronics,Webcam,4,530.47,0.0,2121.88,715.07,Cardiff,Marketplace,Organic / None,20,4,0,Credit Card,Pending,False,0.0,1.0
ORD001754,2025-05-15,2025-05-12,2025,5,20,2,C0171,Startup,P040,Networking,Router Pro,2,468.48,0.05,890.11,378.3,Edinburgh,Online Store,Spring Promo,19,8,0,PayPal,Completed,True,0.0,1.0
ORD001755,2025-05-15,2025-05-12,2025,5,20,2,C0392,Startup,P064,Networking,Cable Kit Pro Pro Pro,2,675.89,0.15,1149.01,256.23,Birmingham,Online Store,Partner Week,28,12,1,Credit Card,Completed,True,0.03571428571428571,0.9166666666666666
ORD001756,2025-05-15,2025-05-12,2025,5,20,2,C0369,Enterprise,P080,Electronics,Laptop Pro Pro,2,518.95,0.15,882.22,296.43,London,Partner,Spring Promo,48,12,1,Credit Card,Completed,True,0.020833333333333332,0.9166666666666666
ORD001757,2025-05-15,2025-05-12,2025,5,20,2,C0100,Enterprise,P043,Software,Analytics Tool Pro,1,1835.43,0.1,1651.89,503.83,Edinburgh,Partner,Partner Week,63,15,1,Credit Card,Refunded,False,0.015873015873015872,0.9333333333333333
ORD001758,2025-05-15,2025-05-12,2025,5,20,2,C0171,Startup,P028,Electronics,Mouse Pro,2,703.38,0.2,1125.41,325.24,Edinburgh,Marketplace,Back-to-Business,22,9,1,Credit Card,Completed,True,0.045454545454545456,0.8888888888888888
ORD001759,2025-05-15,2025-05-12,2025,5,20,2,C0329,Startup,P014,Software,Analytics Tool,1,1392.78,0.15,1183.86,361.08,Bristol,Partner,Spring Promo,75,10,1,Bank Transfer,Cancelled,False,0.013333333333333334,0.9
ORD001760,2025-05-15,2025-05-12,2025,5,20,2,C0259,SMB,P016,Networking,Router,1,348.55,0.15,296.27,125.91,Liverpool,Online Store,Spring Promo,74,21,1,PayPal,Completed,True,0.013513513513513514,0.9523809523809523
ORD001761,2025-05-15,2025-05-12,2025,5,20,2,C0150,SMB,P004,Electronics,Mouse,1,608.74,0.0,608.74,175.93,Cardiff,Marketplace,New Year Deal,32,12,1,Bank Transfer,Completed,True,0.03125,0.9166666666666666
ORD001762,2025-05-15,2025-05-12,2025,5,20,2,C0127,Government,P080,Electronics,Laptop Pro Pro,2,518.95,0.15,882.22,296.43,Liverpool,Marketplace,Organic / None,39,11,0,Credit Card,Completed,True,0.0,1.0
ORD001763,2025-05-15,2025-05-12,2025,5,20,2,C0303,Enterprise,P062,Networking,Cable Kit Pro Pro Pro,3,621.71,0.0,1865.13,415.92,Glasgow,Partner,New Year Deal,58,10,0,Credit Card,Completed,True,0.0,1.0
ORD001764,2025-05-15,2025-05-12,2025,5,20,2,C0415,SMB,P058,Software,ERP Module Pro,1,1637.75,0.0,1637.75,463.48,Leeds,Direct,Q4 Push,58,18,0,PayPal,Pending,False,0.0,1.0
ORD001765,2025-05-15,2025-05-12,2025,5,20,2,C0243,Startup,P033,Cloud Services,CDN Package Pro Pro,4,599.09,0.0,2396.36,697.34,Glasgow,Online Store,New Year Deal,28,8,1,Credit Card,Completed,True,0.03571428571428571,0.875
ORD001766,2025-05-15,2025-05-12,2025,5,20,2,C0457,Startup,P009,Office Supply,Notebook,3,153.37,0.05,437.1,204.56,Liverpool,Marketplace,Back-to-Business,79,16,1,Credit Card,Pending,False,0.012658227848101266,0.9375
ORD001767,2025-05-15,2025-05-12,2025,5,20,2,C0357,Startup,P075,Software,Analytics Tool Pro Pro,5,2329.89,0.15,9902.03,3020.12,Leeds,Direct,Flash Sale,34,4,0,PayPal,Completed,True,0.0,1.0
ORD001768,2025-05-15,2025-05-12,2025,5,20,2,C0241,Startup,P070,Office Supply,Standing Desk Pro Pro Pro,1,263.74,0.15,224.18,53.8,Glasgow,Online Store,Partner Week,65,24,0,Credit Card,Completed,True,0.0,1.0
ORD001769,2025-05-15,2025-05-12,2025,5,20,2,C0376,SMB,P033,Cloud Services,CDN Package Pro Pro,1,599.09,0.1,539.18,156.9,Manchester,Marketplace,Q4 Push,42,5,1,Credit Card,Completed,True,0.023809523809523808,0.8
ORD001770,2025-05-15,2025-05-12,2025,5,20,2,C0251,Startup,P020,Networking,Cable Kit,3,312.02,0.0,936.06,208.74,Dublin,Direct,Q4 Push,35,10,0,PayPal,Completed,True,0.0,1.0
ORD001771,2025-05-15,2025-05-12,2025,5,20,2,C0390,Startup,P021,Cloud Services,Storage Plan,3,415.03,0.05,1182.84,481.42,Glasgow,Marketplace,Spring Promo,68,8,0,Credit Card,Completed,True,0.0,1.0
ORD001772,2025-05-15,2025-05-12,2025,5,20,2,C0480,SMB,P001,Electronics,Laptop,3,264.83,0.0,794.49,266.95,Edinburgh,Direct,Flash Sale,11,4,1,Credit Card,Completed,True,0.09090909090909091,0.75
ORD001773,2025-05-15,2025-05-12,2025,5,20,2,C0408,SMB,P004,Electronics,Mouse,3,608.74,0.15,1552.29,448.61,Manchester,Marketplace,Spring Promo,66,29,1,Credit Card,Completed,True,0.015151515151515152,0.9655172413793104
ORD001774,2025-05-15,2025-05-12,2025,5,20,2,C0087,Enterprise,P040,Networking,Router Pro,1,468.48,0.05,445.06,189.15,Cardiff,Partner,Flash Sale,51,10,1,Bank Transfer,Completed,True,0.0196078431372549,0.9
ORD001775,2025-05-16,2025-05-12,2025,5,20,2,C0127,Government,P014,Software,Analytics Tool,2,1392.78,0.05,2646.28,807.12,Liverpool,Online Store,Q4 Push,20,5,1,Credit Card,Completed,True,0.05,0.8
ORD001776,2025-05-16,2025-05-12,2025,5,20,2,C0007,Startup,P058,Software,ERP Module Pro,5,1637.75,0.0,8188.75,2317.42,Dublin,Direct,Loyalty Drive,5,1,1,Bank Transfer,Completed,True,0.2,0.0
ORD001777,2025-05-16,2025-05-12,2025,5,20,2,C0083,Startup,P032,Office Supply,Desk Chair Pro,2,177.72,0.15,302.12,151.97,Liverpool,Online Store,Organic / None,69,14,0,PayPal,Pending,False,0.0,1.0
ORD001778,2025-05-16,2025-05-12,2025,5,20,2,C0258,Startup,P065,Office Supply,Standing Desk Pro Pro,1,182.42,0.15,155.06,37.21,Bristol,Direct,Organic / None,19,5,0,Invoice,Completed,True,0.0,1.0
ORD001779,2025-05-16,2025-05-12,2025,5,20,2,C0259,SMB,P031,Cloud Services,CDN Package Pro,1,489.68,0.1,440.71,128.25,Liverpool,Online Store,Organic / None,74,10,1,Bank Transfer,Completed,True,0.013513513513513514,0.9
ORD001780,2025-05-16,2025-05-12,2025,5,20,2,C0250,SMB,P066,Office Supply,Standing Desk Pro Pro Pro,1,211.9,0.0,211.9,50.86,Edinburgh,Direct,Back-to-Business,9,1,1,Invoice,Pending,False,0.1111111111111111,0.0
ORD001781,2025-05-16,2025-05-12,2025,5,20,2,C0467,SMB,P067,Electronics,Monitor Pro,3,393.05,0.05,1120.19,259.88,Leeds,Partner,Summer Sale,64,19,1,Credit Card,Completed,True,0.015625,0.9473684210526316
ORD001782,2025-05-16,2025-05-12,2025,5,20,2,C0352,Startup,P070,Office Supply,Standing Desk Pro Pro Pro,3,263.74,0.0,791.22,189.89,Birmingham,Marketplace,Q4 Push,25,3,1,Credit Card,Completed,True,0.04,0.6666666666666667
ORD001783,2025-05-16,2025-05-12,2025,5,20,2,C0386,Enterprise,P043,Software,Analytics Tool Pro,3,1835.43,0.2,4405.03,1343.53,Manchester,Online Store,Flash Sale,72,20,1,Credit Card,Pending,False,0.013888888888888888,0.95
ORD001784,2025-05-16,2025-05-12,2025,5,20,2,C0074,SMB,P033,Cloud Services,CDN Package Pro Pro,1,599.09,0.1,539.18,156.9,Cardiff,Partner,Partner Week,20,2,0,Bank Transfer,Completed,True,0.0,1.0
ORD001785,2025-05-16,2025-05-12,2025,5,20,2,C0258,Startup,P023,Cloud Services,CDN Package,2,371.86,0.1,669.35,194.78,Bristol,Partner,New Year Deal,70,17,0,PayPal,Cancelled,False,0.0,1.0
ORD001786,2025-05-16,2025-05-12,2025,5,20,2,C0329,Startup,P002,Electronics,Monitor,5,291.61,0.0,1458.05,338.27,Bristol,Direct,Summer Sale,41,17,0,Bank Transfer,Completed,True,0.0,1.0
ORD001787,2025-05-16,2025-05-12,2025,5,20,2,C0310,SMB,P060,Office Supply,Pen Set Pro,3,94.84,0.2,227.62,75.8,Dublin,Marketplace,New Year Deal,28,6,1,Invoice,Completed,True,0.03571428571428571,0.8333333333333334
ORD001788,2025-05-16,2025-05-12,2025,5,20,2,C0465,Startup,P054,Software,ERP Module Pro,4,1378.64,0.1,4963.1,1404.56,Cardiff,Marketplace,Organic / None,5,1,0,Credit Card,Completed,True,0.0,1.0
ORD001789,2025-05-16,2025-05-12,2025,5,20,2,C0259,SMB,P020,Networking,Cable Kit,3,312.02,0.0,936.06,208.74,Liverpool,Online Store,Back-to-Business,49,20,0,Credit Card,Completed,True,0.0,1.0
ORD001790,2025-05-16,2025-05-12,2025,5,20,2,C0218,Government,P050,Software,Analytics Tool Pro Pro Pro,3,3708.85,0.0,11126.55,3393.6,Leeds,Marketplace,Summer Sale,23,3,0,Bank Transfer,Completed,True,0.0,1.0
ORD001791,2025-05-16,2025-05-12,2025,5,20,2,C0465,Startup,P045,Networking,Cable Kit Pro,1,384.92,0.0,384.92,85.84,Cardiff,Partner,Organic / None,35,14,1,Credit Card,Completed,True,0.02857142857142857,0.9285714285714286
ORD001792,2025-05-16,2025-05-12,2025,5,20,2,C0196,Startup,P040,Networking,Router Pro,1,468.48,0.0,468.48,199.1,Bristol,Marketplace,Q4 Push,18,3,1,Credit Card,Pending,False,0.05555555555555555,0.6666666666666667
ORD001793,2025-05-16,2025-05-12,2025,5,20,2,C0306,SMB,P035,Office Supply,Organizer Pro,4,219.97,0.0,879.88,382.75,London,Marketplace,Back-to-Business,59,18,0,Credit Card,Completed,True,0.0,1.0
ORD001794,2025-05-16,2025-05-12,2025,5,20,2,C0010,SMB,P029,Office Supply,Standing Desk Pro,2,154.98,0.0,309.96,74.39,Bristol,Direct,Flash Sale,26,5,1,Invoice,Cancelled,False,0.038461538461538464,0.8
ORD001795,2025-05-16,2025-05-12,2025,5,20,2,C0104,SMB,P022,Cloud Services,Compute Credits,3,753.31,0.05,2146.93,869.51,Leeds,Online Store,Flash Sale,73,9,0,Credit Card,Completed,True,0.0,1.0
ORD001796,2025-05-16,2025-05-12,2025,5,20,2,C0033,SMB,P064,Networking,Cable Kit Pro Pro Pro,2,675.89,0.0,1351.78,301.45,Dublin,Online Store,New Year Deal,51,11,0,Bank Transfer,Completed,True,0.0,1.0
ORD001797,2025-05-16,2025-05-12,2025,5,20,2,C0243,Startup,P024,Cloud Services,Backup Plan,3,478.69,0.0,1436.07,639.05,Glasgow,Partner,Flash Sale,56,20,1,Bank Transfer,Completed,True,0.017857142857142856,0.95
ORD001798,2025-05-16,2025-05-12,2025,5,20,2,C0462,Startup,P080,Electronics,Laptop Pro Pro,1,518.95,0.05,493.0,165.65,Dublin,Direct,Organic / None,10,4,1,PayPal,Completed,True,0.1,0.75
ORD001799,2025-05-16,2025-05-12,2025,5,20,2,C0041,Startup,P045,Networking,Cable Kit Pro,3,384.92,0.1,1039.28,231.76,Glasgow,Online Store,Loyalty Drive,27,3,1,PayPal,Completed,True,0.037037037037037035,0.6666666666666667
ORD001800,2025-05-16,2025-05-12,2025,5,20,2,C0478,Enterprise,P021,Cloud Services,Storage Plan,1,415.03,0.0,415.03,168.92,Leeds,Marketplace,Loyalty Drive,13,5,1,Bank Transfer,Completed,True,0.07692307692307693,0.8
ORD001801,2025-05-16,2025-05-12,2025,5,20,2,C0436,SMB,P052,Cloud Services,Storage Plan Pro Pro,1,771.87,0.1,694.68,282.73,Manchester,Marketplace,Spring Promo,60,23,1,Bank Transfer,Completed,True,0.016666666666666666,0.9565217391304348
ORD001802,2025-05-16,2025-05-12,2025,5,20,2,C0001,Startup,P057,Networking,Switch Pro,2,474.54,0.0,949.08,463.15,Liverpool,Marketplace,Loyalty Drive,25,5,0,Bank Transfer,Completed,True,0.0,1.0
ORD001803,2025-05-16,2025-05-12,2025,5,20,2,C0007,Startup,P050,Software,Analytics Tool Pro Pro Pro,4,3708.85,0.0,14835.4,4524.8,Dublin,Partner,Organic / None,67,27,1,PayPal,Completed,True,0.014925373134328358,0.962962962962963
ORD001804,2025-05-16,2025-05-12,2025,5,20,2,C0454,Startup,P016,Networking,Router,1,348.55,0.0,348.55,148.13,Glasgow,Marketplace,Spring Promo,18,6,0,Invoice,Completed,True,0.0,1.0
ORD001805,2025-05-16,2025-05-12,2025,5,20,2,C0310,SMB,P062,Networking,Cable Kit Pro Pro Pro,1,621.71,0.0,621.71,138.64,Dublin,Partner,Q4 Push,51,16,1,Bank Transfer,Completed,True,0.0196078431372549,0.9375
ORD001806,2025-05-17,2025-05-12,2025,5,20,2,C0251,Startup,P055,Networking,Switch Pro,4,443.92,0.05,1686.9,823.21,Dublin,Marketplace,Partner Week,65,20,1,Bank Transfer,Completed,True,0.015384615384615385,0.95
ORD001807,2025-05-17,2025-05-12,2025,5,20,2,C0083,Startup,P011,Office Supply,Organizer,2,179.1,0.0,358.2,155.82,Liverpool,Online Store,Flash Sale,42,15,1,Credit Card,Completed,True,0.023809523809523808,0.9333333333333333
ORD001808,2025-05-17,2025-05-12,2025,5,20,2,C0443,SMB,P035,Office Supply,Organizer Pro,2,219.97,0.0,439.94,191.37,Cardiff,Direct,Flash Sale,51,22,1,PayPal,Completed,True,0.0196078431372549,0.9545454545454546
ORD001809,2025-05-17,2025-05-12,2025,5,20,2,C0217,SMB,P080,Electronics,Laptop Pro Pro,1,518.95,0.05,493.0,165.65,Bristol,Marketplace,Summer Sale,12,4,1,Invoice,Completed,True,0.08333333333333333,0.75
ORD001810,2025-05-17,2025-05-12,2025,5,20,2,C0414,Enterprise,P016,Networking,Router,1,348.55,0.15,296.27,125.91,Edinburgh,Direct,Back-to-Business,30,4,1,Credit Card,Completed,True,0.03333333333333333,0.75
ORD001811,2025-05-17,2025-05-12,2025,5,20,2,C0233,SMB,P015,Software,Security Suite,1,1204.66,0.05,1144.43,362.78,Bristol,Direct,Loyalty Drive,9,1,0,Bank Transfer,Completed,True,0.0,1.0
ORD001812,2025-05-17,2025-05-12,2025,5,20,2,C0258,Startup,P030,Office Supply,Notebook Pro,3,224.55,0.0,673.65,315.27,Bristol,Online Store,Spring Promo,23,7,0,Credit Card,Completed,True,0.0,1.0
ORD001813,2025-05-17,2025-05-12,2025,5,20,2,C0069,SMB,P017,Networking,Switch,1,332.68,0.1,299.41,146.11,Dublin,Online Store,Partner Week,50,21,0,Invoice,Completed,True,0.0,1.0
ORD001814,2025-05-17,2025-05-12,2025,5,20,2,C0359,Startup,P020,Networking,Cable Kit,2,312.02,0.1,561.64,125.25,Liverpool,Partner,Flash Sale,64,10,0,Credit Card,Refunded,False,0.0,1.0
ORD001815,2025-05-17,2025-05-12,2025,5,20,2,C0033,SMB,P016,Networking,Router,5,348.55,0.15,1481.34,629.57,Dublin,Direct,Partner Week,55,23,1,Credit Card,Pending,False,0.01818181818181818,0.9565217391304348
ORD001816,2025-05-17,2025-05-12,2025,5,20,2,C0390,Startup,P036,Cloud Services,Compute Credits Pro,1,1122.77,0.0,1122.77,454.72,Glasgow,Direct,Back-to-Business,43,16,1,Credit Card,Completed,True,0.023255813953488372,0.9375
ORD001817,2025-05-17,2025-05-12,2025,5,20,2,C0439,Startup,P068,Office Supply,Standing Desk Pro Pro,3,228.31,0.05,650.68,156.16,Dublin,Direct,Q4 Push,41,7,1,Credit Card,Completed,True,0.024390243902439025,0.8571428571428572
ORD001818,2025-05-17,2025-05-12,2025,5,20,2,C0217,SMB,P055,Networking,Switch Pro,1,443.92,0.0,443.92,216.63,Bristol,Partner,Q4 Push,60,13,1,Bank Transfer,Completed,True,0.016666666666666666,0.9230769230769231
ORD001819,2025-05-17,2025-05-12,2025,5,20,2,C0439,Startup,P048,Software,Analytics Tool Pro Pro,2,2638.12,0.0,5276.24,1609.25,Dublin,Partner,Partner Week,65,13,0,Bank Transfer,Completed,True,0.0,1.0
ORD001820,2025-05-17,2025-05-12,2025,5,20,2,C0376,SMB,P015,Software,Security Suite,2,1204.66,0.0,2409.32,763.75,Manchester,Direct,Flash Sale,74,30,1,PayPal,Completed,True,0.013513513513513514,0.9666666666666667
ORD001821,2025-05-17,2025-05-12,2025,5,20,2,C0001,Startup,P020,Networking,Cable Kit,1,312.02,0.0,312.02,69.58,Liverpool,Online Store,Spring Promo,30,13,1,Credit Card,Completed,True,0.03333333333333333,0.9230769230769231
ORD001822,2025-05-17,2025-05-12,2025,5,20,2,C0127,Government,P010,Office Supply,Pen Set,3,76.83,0.0,230.49,76.75,Liverpool,Direct,Spring Promo,64,23,0,Bank Transfer,Completed,True,0.0,1.0
ORD001823,2025-05-17,2025-05-12,2025,5,20,2,C0350,SMB,P066,Office Supply,Standing Desk Pro Pro Pro,2,211.9,0.0,423.8,101.71,Manchester,Online Store,Loyalty Drive,27,9,0,Bank Transfer,Completed,True,0.0,1.0
ORD001824,2025-05-17,2025-05-12,2025,5,20,2,C0376,SMB,P022,Cloud Services,Compute Credits,3,753.31,0.0,2259.93,915.27,Manchester,Partner,Summer Sale,51,15,1,PayPal,Completed,True,0.0196078431372549,0.9333333333333333
ORD001825,2025-05-17,2025-05-12,2025,5,20,2,C0056,SMB,P004,Electronics,Mouse,1,608.74,0.0,608.74,175.93,Manchester,Marketplace,Partner Week,46,8,0,Bank Transfer,Refunded,False,0.0,1.0
ORD001826,2025-05-18,2025-05-12,2025,5,20,2,C0120,Startup,P021,Cloud Services,Storage Plan,2,415.03,0.1,747.05,304.05,Dublin,Partner,Q4 Push,42,17,1,Bank Transfer,Completed,True,0.023809523809523808,0.9411764705882353
ORD001827,2025-05-18,2025-05-12,2025,5,20,2,C0287,SMB,P032,Office Supply,Desk Chair Pro,2,177.72,0.0,355.44,178.79,Manchester,Direct,Partner Week,74,15,1,Invoice,Completed,True,0.013513513513513514,0.9333333333333333
ORD001828,2025-05-18,2025-05-12,2025,5,20,2,C0178,Startup,P045,Networking,Cable Kit Pro,2,384.92,0.05,731.35,163.09,Glasgow,Marketplace,Back-to-Business,65,24,1,Credit Card,Completed,True,0.015384615384615385,0.9583333333333334
ORD001829,2025-05-18,2025-05-12,2025,5,20,2,C0117,Startup,P037,Networking,Firewall Pro,1,388.49,0.15,330.22,105.34,Edinburgh,Direct,Q4 Push,28,5,0,Credit Card,Completed,True,0.0,1.0
ORD001830,2025-05-18,2025-05-12,2025,5,20,2,C0045,Startup,P032,Office Supply,Desk Chair Pro,4,177.72,0.0,710.88,357.57,Birmingham,Partner,Loyalty Drive,66,7,1,Bank Transfer,Completed,True,0.015151515151515152,0.8571428571428572
ORD001831,2025-05-18,2025-05-12,2025,5,20,2,C0385,Enterprise,P018,Networking,Access Point,2,305.79,0.0,611.58,244.63,Bristol,Marketplace,New Year Deal,75,27,1,Credit Card,Pending,False,0.013333333333333334,0.962962962962963
ORD001832,2025-05-18,2025-05-12,2025,5,20,2,C0350,SMB,P060,Office Supply,Pen Set Pro,10,94.84,0.0,948.4,315.82,Manchester,Online Store,Loyalty Drive,79,13,0,Bank Transfer,Pending,False,0.0,1.0
ORD001833,2025-05-18,2025-05-12,2025,5,20,2,C0104,SMB,P051,Software,CRM License Pro,4,1851.31,0.05,7034.98,2539.63,Leeds,Marketplace,Flash Sale,37,11,1,Credit Card,Completed,True,0.02702702702702703,0.9090909090909091
ORD001834,2025-05-18,2025-05-12,2025,5,20,2,C0303,Enterprise,P054,Software,ERP Module Pro,2,1378.64,0.1,2481.55,702.28,Glasgow,Marketplace,New Year Deal,15,6,1,Bank Transfer,Completed,True,0.06666666666666667,0.8333333333333334
ORD001835,2025-05-18,2025-05-12,2025,5,20,2,C0439,Startup,P049,Networking,Cable Kit Pro Pro,1,538.12,0.05,511.21,114.0,Dublin,Direct,Flash Sale,56,8,1,Bank Transfer,Pending,False,0.017857142857142856,0.875
ORD001836,2025-05-18,2025-05-12,2025,5,20,2,C0414,Enterprise,P037,Networking,Firewall Pro,3,388.49,0.0,1165.47,371.78,Edinburgh,Marketplace,Q4 Push,8,2,1,Invoice,Completed,True,0.125,0.5
ORD001837,2025-05-18,2025-05-12,2025,5,20,2,C0251,Startup,P045,Networking,Cable Kit Pro,1,384.92,0.05,365.67,81.54,Dublin,Direct,Partner Week,10,2,1,Credit Card,Completed,True,0.1,0.5
ORD001838,2025-05-18,2025-05-12,2025,5,20,2,C0033,SMB,P060,Office Supply,Pen Set Pro,3,94.84,0.05,270.29,90.01,Dublin,Direct,Spring Promo,36,12,0,Bank Transfer,Completed,True,0.0,1.0
ORD001839,2025-05-18,2025-05-12,2025,5,20,2,C0349,Government,P063,Software,Analytics Tool Pro Pro,2,2068.97,0.0,4137.94,1262.07,Liverpool,Online Store,Partner Week,73,12,0,Credit Card,Completed,True,0.0,1.0
ORD001840,2025-05-18,2025-05-12,2025,5,20,2,C0279,Startup,P073,Networking,Switch Pro,3,380.83,0.0,1142.49,557.54,Leeds,Marketplace,Spring Promo,53,6,0,Bank Transfer,Completed,True,0.0,1.0
ORD001841,2025-05-18,2025-05-12,2025,5,20,2,C0460,SMB,P043,Software,Analytics Tool Pro,2,1835.43,0.0,3670.86,1119.61,Manchester,Partner,Flash Sale,29,6,1,Credit Card,Completed,True,0.034482758620689655,0.8333333333333334
ORD001842,2025-05-18,2025-05-12,2025,5,20,2,C0300,SMB,P068,Office Supply,Standing Desk Pro Pro,1,228.31,0.0,228.31,54.79,Liverpool,Online Store,Organic / None,65,11,1,Credit Card,Cancelled,False,0.015384615384615385,0.9090909090909091
ORD001843,2025-05-18,2025-05-12,2025,5,20,2,C0387,Startup,P015,Software,Security Suite,2,1204.66,0.0,2409.32,763.75,Bristol,Partner,Loyalty Drive,62,17,0,Bank Transfer,Completed,True,0.0,1.0
ORD001844,2025-05-18,2025-05-12,2025,5,20,2,C0280,SMB,P001,Electronics,Laptop,3,264.83,0.1,715.04,240.25,Bristol,Online Store,Organic / None,48,17,0,Bank Transfer,Completed,True,0.0,1.0
ORD001845,2025-05-18,2025-05-12,2025,5,20,2,C0287,SMB,P001,Electronics,Laptop,2,264.83,0.0,529.66,177.97,Manchester,Online Store,Partner Week,36,11,1,Bank Transfer,Completed,True,0.027777777777777776,0.9090909090909091
ORD001846,2025-05-18,2025-05-12,2025,5,20,2,C0182,Startup,P075,Software,Analytics Tool Pro Pro,10,2329.89,0.0,23298.9,7106.16,London,Marketplace,Q4 Push,21,8,1,Bank Transfer,Completed,True,0.047619047619047616,0.875
ORD001847,2025-05-18,2025-05-12,2025,5,20,2,C0233,SMB,P007,Office Supply,Desk Chair,10,128.73,0.0,1287.3,647.51,Bristol,Marketplace,Flash Sale,11,3,1,Bank Transfer,Completed,True,0.09090909090909091,0.6666666666666667
ORD001848,2025-05-18,2025-05-12,2025,5,20,2,C0172,Enterprise,P062,Networking,Cable Kit Pro Pro Pro,1,621.71,0.0,621.71,138.64,Liverpool,Marketplace,Summer Sale,46,16,0,Credit Card,Completed,True,0.0,1.0
ORD001849,2025-05-18,2025-05-12,2025,5,20,2,C0256,Startup,P059,Office Supply,Desk Chair Pro Pro Pro,10,235.63,0.1,2120.67,1066.7,Leeds,Direct,Back-to-Business,71,9,1,Invoice,Refunded,False,0.014084507042253521,0.8888888888888888
ORD001850,2025-05-18,2025-05-12,2025,5,20,2,C0467,SMB,P054,Software,ERP Module Pro,3,1378.64,0.05,3929.12,1111.94,Leeds,Marketplace,New Year Deal,17,7,1,PayPal,Cancelled,False,0.058823529411764705,0.8571428571428572
ORD001851,2025-05-18,2025-05-12,2025,5,20,2,C0196,Startup,P068,Office Supply,Standing Desk Pro Pro,2,228.31,0.0,456.62,109.59,Bristol,Direct,New Year Deal,73,8,0,Invoice,Completed,True,0.0,1.0
ORD001852,2025-05-18,2025-05-12,2025,5,20,2,C0256,Startup,P071,Networking,Firewall Pro Pro,5,492.42,0.05,2338.99,746.14,Leeds,Marketplace,Organic / None,55,22,1,Invoice,Refunded,False,0.01818181818181818,0.9545454545454546
